Gd,Co,Fe,Ce,Pt
108.8878,318.2583,588.2425,267.1849,783.4265
98.08051,379.6373,555.1509,289.6999,777.2497
92.65823,410.3845,597.7049,262.8442,777.7112
111.9986,400.61,540.4627,287.0827,722.4222
90.37872,402.4315,530.9965,284.7124,783.8896
118.9299,408.1295,599.0688,237.2977,657.6354
117.5551,410.6989,534.7308,300.3253,734.5917
104.4069,428.0846,571.8004,280.8634,774.0042
117.6469,440.8272,566.4344,272.9204,737.3123
93.6653,369.2274,546.4257,284.4554,728.429
113.2845,369.8738,546.0738,261.6379,740.447
96.38322,414.9038,532.2725,252.1234,758.4053
102.2037,401.378,519.3131,284.8362,790.9862
128.1592,359.948,550.959,277.7664,761.4694
105.4694,359.4534,563.1277,279.976,657.2458
73.29412,392.438,555.6285,286.3246,718.5065
71.74458,395.4482,542.3519,260.1792,710.8201
141.6797,300.0717,601.9341,269.1692,742.3911
129.8307,364.0792,528.5355,278.9182,709.4483
88.64186,381.7397,542.3666,267.4148,698.2646
111.2925,363.171,500.305,263.3611,680.271
115.6916,358.8391,542.4871,313.1401,720.8055
147.6214,311.5804,583.6246,331.1072,682.3064
125.4979,386.0669,501.4767,325.7465,649.0522
106.3272,404.9886,527.6885,335.0574,660.2964
112.1951,358.5544,497.2125,330.0791,685.5254
106.5701,324.7499,480.1016,317.0065,690.2188
90.6977,336.7402,505.4967,341.8252,664.4845
114.675,345.7012,464.5349,335.5487,716.0629
87.39003,324.0513,469.505,336.9702,688.0635
125.5803,360.6689,503.3136,350.9523,636.9944
131.8598,327.8474,509.7884,353.1151,659.9374
122.9758,334.766,473.7598,312.3825,704.4268
168.6347,326.2267,472.9861,323.6395,726.6899
137.6028,333.5713,432.0744,333.4413,719.7941
135.0043,332.6102,442.5161,343.8167,725.4904
141.5661,334.9713,505.3766,374.7281,772.3137
140.6578,282.0948,498.6274,390.9765,712.1479
131.3062,317.9296,467.0314,403.8912,710.6917
158.7374,312.451,468.6893,387.1147,695.2662
147.3732,345.6626,402.7105,352.3741,719.186
133.9051,326.9156,385.8977,404.7971,651.1089
132.8464,309.2819,390.3715,440.8057,692.0938
162.6549,229.7574,405.8765,431.981,645.3555
147.601,260.1472,311.0331,450.6773,672.304
164.3919,192.2655,286.149,506.1461,638.9899
150.8739,153.1018,203.2477,521.1969,663.0774
193.4381,104.6872,132.8276,616.054,669.1137
193.7212,79.54633,118.3908,628.7113,643.0385
228.0937,79.54531,111.0337,593.931,632.8269
186.3365,72.00605,120.842,586.5494,694.5519
153.2576,70.21413,83.58128,654.1319,704.1636
197.8958,78.41282,133.8542,621.0917,688.7596
220.8323,49.13103,100.875,601.5703,675.879
191.2378,65.04617,101.0906,630.8215,688.7879
189.6996,71.84452,75.91197,690.3875,642.097
228.2234,69.10657,120.4611,659.3686,710.8929
194.857,53.02951,99.21532,640.5294,648.71
166.8187,80.86571,91.79884,747.0336,725.0449
216.0037,78.19042,109.1407,655.9797,702.1357
204.433,53.92192,115.51,627.1232,690.6685
226.8582,64.7543,92.05006,694.3248,684.6359
200.3195,57.37547,109.7667,577.2751,684.5508
206.9285,39.96398,77.41565,634.8131,694.0653
173.3933,77.79788,90.66898,666.0801,637.4304
171.2124,82.80588,95.6632,644.9334,636.2593
189.7482,54.51539,96.09293,644.6085,680.1711
174.603,70.19146,88.3614,627.3452,705.2363
193.0266,54.50091,86.5264,667.4506,662.4999
200.7373,60.37078,96.11954,634.324,755.2975
189.7248,71.29303,106.2138,672.3185,652.9761
199.2863,66.41001,85.2089,572.1512,726.4025
160.5656,54.74956,91.55413,672.8372,666.2235
150.0348,84.31679,102.0097,658.6649,687.6982
237.7385,74.1253,100.9495,617.0005,688.6916
208.0211,67.66648,76.01526,670.98,700.4987
184.691,80.73801,128.4409,558.5137,693.0825
200.309,74.76594,89.29507,644.9338,713.4547
195.655,46.15189,91.4696,596.4322,679.1421
202.9662,73.66758,88.64373,677.0026,753.9901
185.9306,66.95985,90.44994,676.6677,665.181
190.2148,69.55453,99.50806,639.6486,745.7186
198.4347,56.66656,93.94359,666.7552,776.6027
194.6647,66.84382,102.68,635.0157,784.7025
170.9052,62.54742,85.0652,670.7877,745.4923
217.3754,50.34896,120.4268,683.0939,766.2727
191.8833,68.23972,99.91582,659.8005,730.0109
164.5546,61.10712,97.96404,652.9907,743.2904
183.5414,76.55811,79.67073,641.5881,766.6396
202.6938,62.92832,106.8966,614.0503,774.1261
185.9205,69.39352,131.5061,584.6978,781.4022
184.8701,45.1362,103.18,634.1707,681.4381
139.5191,79.52946,90.46198,624.2225,715.6734
220.4491,60.79311,107.0436,653.9429,741.3565
200.6669,58.17133,89.85757,705.4818,756.0609
195.3901,70.83584,83.22058,639.9305,735.439
176.3313,64.36236,102.6978,660.9817,728.9874
194.166,49.87564,82.50861,654.0084,727.6871
153.899,78.718,89.68088,684.3428,733.2647
211.4473,64.12984,106.2364,653.9888,733.814
176.3893,45.13657,97.87138,662.6918,753.0196
207.772,69.67188,103.7567,682.5273,800.39
180.1312,65.82602,97.90356,607.4631,720.4621
183.4608,69.50651,99.68113,651.2103,755.8947
205.8812,45.60462,89.16741,633.982,772.5652
175.1675,73.12754,108.8919,633.5477,783.5267
201.87,43.09318,138.7176,633.0524,766.2263
179.3369,74.5104,82.09608,599.5875,761.4398
168.589,66.14536,129.6934,673.0807,784.398
183.4501,71.63488,107.1306,662.4159,762.7542
185.7915,61.46389,99.74314,687.2598,779.3063
191.9125,63.42923,109.7325,583.0811,741.4402
156.6136,58.49301,109.3882,688.722,752.7671
186.3404,80.24546,81.00515,655.4535,768.248
184.7884,57.0874,98.91018,664.2745,745.7136
202.8324,64.49196,120.1318,637.0875,782.479
199.8192,61.63593,124.7378,719.9213,807.4258
189.6093,71.81638,91.98874,641.613,684.3501
165.6901,80.61256,110.2484,644.436,722.635
208.4946,60.02516,90.53505,591.8239,785.0823
201.4401,48.48143,128.1214,641.7516,836.5428
182.4992,83.39523,115.5496,653.417,741.8675
196.0688,62.23413,104.2231,672.9675,739.65
356.26,86.37877,195.7207,425.991,823.9057
364.1788,72.47943,182.5411,450.2631,784.8381
348.4722,56.62444,175.9386,384.2203,736.4932
300.1445,83.44398,192.1711,445.9852,672.8152
295.8375,62.59833,151.4743,412.5616,584.5604
309.4916,93.66803,183.2618,433.6924,635.8636
351.0008,59.58923,176.4951,445.0391,692.1404
279.3223,62.99639,207.0434,415.9746,695.8428
260.9498,70.62458,178.481,436.8568,761.3624
324.118,73.2659,167.7025,452.0025,846.1016
285.3341,79.02721,158.8537,433.7354,866.3985
284.9034,68.0611,192.1275,451.0876,825.8895
314.6829,64.44867,176.2535,482.4015,834.3082
252.5717,84.34308,144.4674,477.0987,792.1796
257.4462,63.61179,145.8447,506.1025,828.1848
232.2223,59.78487,130.7881,458.3928,795.3101
216.3947,68.19195,124.0723,480.4791,691.6476
201.2785,52.0307,104.6363,586.5537,729.3599
164.7303,77.39652,119.4034,522.8086,706.7285
170.0265,57.57093,85.43685,595.9883,664.5377
185.8673,48.91973,75.77773,621.4708,742.7293
146.0223,42.81637,70.63445,548.7617,720.9976
130.7046,44.35085,94.00294,588.5001,764.4085
191.2532,30.05337,95.16418,526.9636,733.9536
150.4046,47.70965,94.0877,543.1102,830.734
202.0548,60.60295,74.67722,519.9537,772.3134
145.6967,68.6812,70.61687,546.9128,814.2407
143.7411,58.51506,93.97989,559.6602,833.7525
154.2982,63.79296,86.99756,520.2336,918.9194
168.7428,56.1086,81.13112,582.3646,921.3661
178.3734,42.66524,93.02041,584.6106,966.5451
175.5147,65.68527,83.85388,516.9069,912.7808
184.5373,69.121,96.21992,611.249,903.9066
165.8799,61.69492,102.1551,527.9672,892.9731
187.1286,84.64061,122.6329,533.3679,860.3915
181.0994,64.37003,101.9715,540.2837,864.5662
193.5585,57.26239,116.2213,512.8757,891.4424
202.0248,56.73402,110.8674,538.9695,923.3766
235.176,64.16049,101.3582,576.2176,836.5693
220.5094,85.53926,119.9155,594.8572,893.7128
232.9672,71.5679,108.123,557.7366,845.44
208.4831,59.72384,117.4922,525.2587,861.4223
217.2889,77.89576,102.425,614.1869,950.7432
223.483,63.28539,102.3359,578.6794,892.5914
189.7845,79.84941,112.6257,570.4893,964.0094
274.6876,43.2369,113.8603,593.9415,911.5692
208.1724,56.61254,127.9348,536.2526,957.5596
202.0931,56.69019,115.6475,563.7762,906.9465
219.6438,63.84671,105.5821,537.6157,921.2756
224.3549,44.53268,118.8276,560.129,924.465
232.947,41.79866,113.7768,567.618,915.8471
196.0069,79.62101,107.5905,534.3365,803.6877
240.8658,49.54309,111.2554,552.6794,745.325
227.8832,54.09426,117.9348,581.5867,863.6935
188.2452,66.08273,111.3596,596.7093,843.2987
190.3762,61.63684,126.9018,625.1709,842.0555
231.1421,65.70135,120.0361,599.5117,792.5592
195.0037,70.69677,106.9294,564.1773,782.5682
182.6633,54.57967,133.6444,555.8646,795.4589
175.4673,64.32854,95.11977,590.538,737.7442
190.4918,54.19449,117.2984,595.2506,753.2998
143.5388,83.58204,125.8486,590.0652,782.7009
178.0737,94.62253,121.1064,560.2006,777.2567
186.4072,109.453,151.4432,569.2814,702.8406
150.8817,118.151,168.0851,541.8118,821.2314
136.7737,120.4194,196.6606,543.2886,788.2799
148.0766,126.6492,238.3553,500.7446,724.9244
136.3394,189.2803,285.1934,453.3499,654.1174
126.3022,259.3315,366.4728,418.0698,716.7379
117.8933,291.7433,381.3822,388.8883,754.4033
98.85448,322.5594,450.2061,333.9319,723.2465
91.57933,355.986,478.845,293.745,725.9042
114.3256,368.012,491.6988,299.0905,784.5963
100.1472,355.34,505.1701,294.5034,631.8682
99.71659,374.0112,553.1337,286.345,720.2975
93.56192,370.6107,567.4514,223.164,784.7543
102.5058,391.317,534.3716,260.4402,734.8937
90.07605,354.1347,512.1253,246.6815,789.4272
83.58484,356.8621,531.2737,245.5036,805.9409
119.7114,446.6909,514.8661,293.1446,841.4883
83.48429,440.6391,557.663,249.1831,730.0231
106.2005,380.571,531.1054,253.5888,721.8525
108.8514,417.602,487.2336,248.2517,731.0245
110.6153,373.6888,550.1231,312.2013,783.0337
95.28139,361.1851,583.0076,281.0006,741.1226
122.259,373.5065,552.9653,246.8673,780.1697
102.1294,399.2185,531.08,309.9816,756.2109
69.55654,441.1677,475.1199,231.64,703.6035
92.67351,371.9388,565.3355,273.2276,777.4656
109.6285,386.6479,528.5608,258.1381,656.5018
110.5959,384.8832,536.0497,268.5166,737.2743
119.6659,375.4123,447.1296,260.7287,684.5287
99.38176,367.2275,587.0746,255.5941,741.4437
88.99267,371.4908,546.3665,302.1852,727.7294
93.10781,346.3334,554.5909,294.1761,751.9798
85.62437,363.3025,541.9587,271.7744,740.3589
119.0794,359.7993,565.4973,294.3625,746.0311
127.6478,360.9999,525.0897,310.4478,716.4275
136.8184,369.9177,504.4331,308.8931,693.1855
108.3503,351.9012,498.9592,290.9282,624.5555
109.3153,339.927,532.8355,314.4263,630.801
103.2601,397.8902,503.9727,333.0425,665.4007
132.3504,336.3219,465.133,361.3062,685.4241
107.9921,374.2592,511.9245,319.3749,647.5836
81.12238,333.7508,478.7707,304.5831,703.0587
138.6296,332.6022,481.5842,339.0184,695.9064
113.9702,355.3343,450.1093,322.1604,696.7733
121.8913,314.9419,469.9874,343.4784,704.7967
129.8372,352.7421,561.113,375.8351,728.3824
105.6196,330.8475,433.3567,331.5709,660.3553
117.3805,352.4008,456.2806,332.6851,660.517
139.1254,302.1133,431.4091,315.3608,700.4295
133.7465,371.0798,458.7349,364.9514,673.6648
126.3578,320.4259,419.7254,413.8635,735.1895
114.6348,315.7946,425.4401,382.8053,749.3261
143.2432,328.2574,408.3422,351.3608,693.5552
110.2156,319.3502,417.0061,341.1318,622.7155
143.5757,310.062,435.7094,426.0641,662.0862
142.9421,303.2674,411.8812,374.197,701.215
140.5936,284.8802,399.195,419.1133,676.5656
171.4026,232.4895,400.8757,435.9604,665.6384
156.5909,213.1549,313.3064,461.4402,579.4451
185.4458,195.6608,274.9127,499.4539,712.1722
181.7647,136.4592,209.0292,559.1234,639.8298
167.5493,93.40926,162.2215,630.9662,663.1544
206.5016,75.71532,107.5835,598.0079,643.9542
180.1662,66.3168,108.6734,650.4584,650.6577
195.0066,67.90073,88.38388,615.5612,627.9756
179.837,70.22064,97.07169,628.6164,732.2821
221.8162,41.70303,78.99879,620.3027,715.4804
163.9336,65.2495,84.91505,650.3273,554.3477
202.4455,58.7185,104.6085,578.4826,639.3798
221.7522,72.13993,113.7423,636.2986,673.3726
220.3438,73.85824,98.11328,661.5627,629.4172
205.4673,51.88316,118.3494,648.3997,638.3684
166.8588,66.63518,108.0018,639.6464,670.9254
226.225,63.61655,79.71954,671.1623,720.4378
188.2636,54.84039,97.44762,581.6217,702.2615
223.9023,58.95924,96.55907,669.3368,681.8965
186.9222,57.46855,97.61579,634.7735,718.7624
209.0365,76.45408,94.85538,674.3346,716.463
245.6128,60.63162,74.47684,598.9467,633.6631
200.7346,50.16407,101.4522,581.0242,705.1146
192.503,61.81038,116.9753,663.5638,692.7358
207.5797,46.224,83.54508,641.7354,695.0486
209.5337,71.64453,87.70322,679.3692,695.0248
203.7554,54.58762,107.9601,653.319,714.9706
176.7106,59.38078,94.0253,674.7581,715.5683
216.5044,56.07809,96.7059,624.0602,644.1712
182.8485,68.18405,99.66299,628.351,633.6686
197.3584,75.057,82.02396,631.9502,785.5613
160.7417,69.46236,95.04366,655.4449,651.86
223.071,44.77729,104.6629,632.2788,731.7504
188.9172,67.81373,86.07944,664.7408,752.2657
151.1685,61.61676,91.93443,638.2899,697.9863
203.6105,69.85195,98.40928,636.2396,757.5353
190.5766,82.74066,98.62674,646.6251,733.5642
162.8303,85.79042,87.15421,588.6391,665.3524
209.4334,44.80849,93.79407,592.4324,810.6819
175.1086,61.74637,108.9422,616.8411,726.9182
203.9165,78.42616,127.449,586.048,728.7683
205.4206,60.44738,93.94778,655.0368,771.0334
199.5288,50.18025,88.16525,604.3553,704.8229
186.2018,54.84053,88.32932,662.3644,739.4921
196.0174,54.94294,115.5042,645.0981,715.1107
165.3613,69.05548,100.766,610.5585,850.9176
197.7752,70.77554,102.8687,663.9555,761.5731
186.6811,63.72876,100.4105,644.381,777.4896
173.2233,53.0314,94.12927,634.1235,740.1219
221.6777,74.54327,97.47408,597.3484,699.0654
166.2037,64.20798,123.8251,597.6974,774.6036
206.0163,53.66267,87.81181,653.1496,780.9402
206.4848,62.4966,114.2669,661.5186,761.7214
182.9524,67.64007,89.72617,658.5499,791.1783
176.5546,62.3802,108.943,643.6484,736.8492
194.48,54.92123,101.6248,661.7109,722.5759
181.1742,55.03187,105.2325,630.6487,769.3377
182.8945,79.8389,106.0378,659.4045,722.2624
196.3063,70.5763,91.60818,642.6308,761.7661
195.4252,47.24519,108.6035,628.3304,757.5251
200.2316,50.87186,80.43353,639.0522,785.694
228.9782,74.76823,110.8067,589.4215,695.8596
183.5703,92.77361,95.13817,629.0612,735.9419
179.4153,46.81505,89.93191,643.723,788.9113
174.6804,58.25879,98.31082,685.3695,798.9575
190.0057,74.05331,121.3675,664.2294,777.9938
209.3379,60.46116,113.6459,677.1608,721.8586
220.2542,53.59799,123.7268,668.2465,757.9148
186.6366,59.60222,92.14564,672.125,775.7039
182.5797,54.44048,101.5169,654.747,805.9994
190.6539,54.12321,114.5143,631.7696,714.3268
191.1521,68.58375,87.45394,692.5278,775.1625
174.5246,79.5484,99.45649,691.8514,786.0869
203.4094,57.03095,95.0321,645.6066,746.1834
214.28,48.88031,88.23613,662.5726,738.6588
207.3427,48.45558,105.1943,609.2003,702.7466
187.4274,50.27402,125.1351,628.9715,740.0887
203.2408,55.17781,81.95844,651.446,728.5941
186.4622,73.16727,115.4314,646.2548,711.392
212.8573,92.01447,108.0753,674.309,771.5025
332.5149,69.16916,203.5025,430.2726,798.9003
323.0543,59.65634,181.2527,403.6612,794.9691
341.3343,49.12289,197.3956,419.7435,742.5534
296.0502,56.08954,181.9393,408.822,676.8871
291.9821,86.51781,198.7867,450.0491,620.6049
294.1678,63.41986,182.508,402.3651,670.8796
303.9114,51.92795,169.5246,394.1027,594.5242
324.096,67.19416,198.9349,384.0902,708.9468
267.7744,72.10814,178.8858,447.4313,703.3278
288.9943,71.73103,157.868,473.7953,788.864
292.2572,80.90633,165.3577,398.7437,807.0834
261.7367,65.76025,158.6244,459.6056,778.8081
277.0844,63.49545,169.8586,478.0139,763.884
253.7996,72.80411,138.8755,451.532,748.1072
276.6294,43.78111,152.3124,490.6635,753.5934
226.7189,68.81673,130.8283,499.4795,747.0712
203.4019,66.38163,104.0198,473.1993,719.3666
241.0481,60.6735,91.32279,508.5984,661.6776
192.3987,46.71304,89.56593,569.9074,734.5515
141.8969,74.11613,99.19942,587.2515,670.1819
132.8928,45.49451,66.5274,613.4962,723.1853
158.7097,52.48549,102.8323,565.1223,759.6124
174.1427,64.07393,83.14049,547.5506,771.1556
169.0544,57.82504,65.269,544.051,809.7133
137.0534,75.05203,111.2079,563.3229,777.6142
148.9531,58.83642,98.13052,583.9322,841.1581
164.5769,70.03755,76.66297,570.1406,851.9547
198.362,60.39986,69.68848,542.8815,882.9462
185.5849,71.66149,92.1973,593.8735,871.2601
201.6562,63.19537,84.91125,507.2998,879.7357
181.5533,61.86573,98.5399,584.1419,975.886
169.1622,39.61522,81.42989,557.509,940.1956
175.4051,53.35709,92.73972,573.755,919.1848
238.2357,86.98491,74.58224,564.8258,894.3788
197.5509,71.27242,106.072,575.1849,883.4144
199.0129,57.46225,94.1148,558.3208,896.8337
223.3428,68.01602,102.5106,537.1984,941.117
205.0415,53.37227,109.5548,584.5726,952.2123
185.4297,70.5038,104.9813,555.3239,911.6022
192.6341,60.5856,105.9259,589.4879,882.5045
201.6705,66.69646,119.4771,553.6322,945.2206
222.7739,44.73478,99.53093,571.938,894.1003
237.9522,53.62898,109.267,509.5484,885.6838
250.2074,60.34642,102.4393,541.986,949.2847
207.2672,78.5256,120.5145,615.1454,989.343
206.3949,64.99091,123.4665,593.8667,887.2678
195.9106,56.89702,138.7994,502.4008,925.2976
225.1432,47.4783,124.5304,597.7433,834.6036
225.4453,70.87221,129.2686,601.6271,868.5527
239.2025,66.39584,103.1676,613.6736,862.011
221.9445,54.4865,134.3156,554.3433,865.9807
185.5412,67.06542,99.81039,618.0658,856.6737
208.3738,64.15454,123.263,547.7151,732.2599
237.4624,57.58949,112.6482,575.3238,758.0092
222.3182,79.45438,107.05,629.1172,788.9568
225.0835,81.59419,121.4427,595.1611,744.9843
218.5908,57.31112,114.397,606.4908,805.398
226.6816,72.76979,134.4618,592.143,799.9899
242.3611,77.96151,116.053,571.0432,810.3983
164.3175,66.68079,91.42308,596.0789,802.993
192.8932,60.39874,112.1973,609.7896,797.2053
190.3458,75.81303,112.9273,609.5972,730.5611
154.8596,74.21966,125.4558,579.6683,828.662
145.9233,92.92441,130.0201,659.8681,786.1992
185.1337,97.44991,139.7603,572.1974,746.9754
163.9324,144.7878,172.2232,540.1254,765.8264
164.0344,125.718,199.4017,513.9587,809.9373
177.9973,136.8963,215.7434,529.4853,739.4742
176.4817,203.6535,236.8133,473.4325,723.5726
126.7056,251.0887,352.0747,402.5571,736.1478
111.5818,300.2098,395.1389,376.4176,697.6005
112.8774,352.7675,480.0818,361.6316,739.0049
129.3263,350.0474,460.4593,298.543,734.366
100.3497,334.3973,523.5522,288.7678,772.9774
121.8179,365.1587,484.9814,257.7205,753.4919
114.575,338.1163,487.1712,281.4008,808.9622
110.0667,372.9295,519.5579,262.7168,777.8019
78.33134,368.9557,527.554,274.8951,792.2322
115.5134,373.5821,490.4056,291.0679,676.1877
108.4314,368.3508,530.3633,255.8655,803.3862
77.59673,391.6511,507.2981,255.5736,756.947
117.8273,371.2151,572.1179,266.817,755.2026
69.78511,404.4601,563.4998,267.9624,703.7219
92.93225,370.5627,502.0678,257.5543,708.6636
102.3937,370.5094,550.4234,275.0259,637.3004
97.39394,387.5455,518.9786,300.1157,736.8926
119.2649,422.2764,574.867,295.0812,762.5458
98.5286,391.3244,510.936,259.712,749.3771
82.84109,401.1182,524.7369,278.7744,721.4559
108.3278,386.5338,600.5062,263.9216,699.0446
141.4801,385.3083,485.809,314.5591,700.3394
93.86444,346.019,511.9833,288.8297,715.2803
108.5037,347.5243,554.8223,303.3276,658.9187
100.3739,349.728,553.0286,266.4921,753.8668
107.4804,372.771,557.194,272.8246,738.5511
111.2322,363.9075,482.9852,313.995,740.153
133.4754,335.0121,516.3337,318.253,681.1298
86.09519,374.6595,451.5125,320.1021,665.0742
110.5294,379.502,541.5278,281.7697,679.6066
130.848,336.8961,509.4086,298.8625,703.8432
146.482,357.8003,456.6543,301.5747,651.1042
122.9596,372.3351,528.5153,314.5259,685.0796
107.2592,340.2104,458.8864,298.5933,684.548
114.8296,348.6422,466.6979,343.1984,680.8381
85.53568,341.3716,485.3364,345.5224,714.9859
132.0802,338.0479,447.895,313.4435,647.6293
93.39925,366.5431,486.2564,347.4122,672.3781
129.3532,295.5748,495.5809,333.4468,732.6076
98.45367,375.5367,454.6918,358.9744,765.08
116.9375,344.0875,444.5656,341.0906,700.9791
92.8697,294.6711,452.8209,367.2987,690.7226
114.8627,365.0746,505.9633,341.5535,638.2069
132.0405,345.4536,465.5082,341.7931,672.8811
105.9504,310.6217,470.5704,377.9669,679.5515
169.5084,291.5931,437.6222,376.7252,671.0972
175.0125,303.3705,420.9833,415.7755,664.9007
139.3821,264.3187,438.7111,372.9812,574.5669
121.6759,283.6808,464.693,424.26,653.099
130.7082,335.0561,393.9786,398.1301,631.5435
119.1273,278.2637,387.5818,458.8252,634.7079
127.8932,246.3557,356.0576,373.5385,706.0767
166.8142,251.2581,321.3378,457.0442,595.1682
